MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,Alley_na,MasVnrType_na,MasVnrArea_na,BsmtQual_na,BsmtCond_na,BsmtExposure_na,BsmtFinType1_na,BsmtFinType2_na,Electrical_na,FireplaceQu_na,GarageType_na,GarageYrBlt_na,GarageFinish_na,GarageQual_na,GarageCond_na,PoolQC_na,Fence_na,MiscFeature_na
12,RL,,10.392620594042258,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,10,10,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,182,,0,612,794,GasA,4,Y,,6.677083461247136,676,0,7.293017679772782,0,1,2,0,3,1,3,6,Typ,0,,,10.0,,2,388,,,Y,0,75,0,0,0,0,,,,0,7,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.553876891600541,10.239179940841364,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,5,5,Gable,CompShg,VinylSd,VinylSd,,226.0,4,3,PConc,,,,,1201,,0,340,1541,GasA,5,Y,,7.340186835320115,0,0,7.340186835320115,0,0,2,0,3,1,4,7,Typ,1,,,5.0,,2,532,,,Y,0,70,0,0,0,0,,,,0,5,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,RL,4.5217885770490405,10.231980128230553,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,53,53,Gable,CompShg,VinylSd,VinylSd,,270.0,3,3,CBlock,,,,,133,,0,1307,1440,GasA,3,N,,7.272398392570047,0,0,7.272398392570047,0,0,2,0,4,2,2,8,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,9,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,RL,4.290459441148391,9.957072969310346,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,4,4,Gable,CompShg,VinylSd,VinylSd,,442.0,4,3,PConc,,,,,786,,0,82,868,GasA,5,Y,,7.044032897274685,0,0,7.044032897274685,1,0,2,0,3,1,4,6,Typ,1,,,4.0,,2,438,,,Y,160,22,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,3.4011973816621555,9.95203177264109,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,11,10,Hip,CompShg,BrkFace,BrkFace,,0.0,4,4,PConc,,,,,437,,1,0,1494,GasA,5,Y,,7.309212365692763,0,0,7.309212365692763,1,0,1,1,2,1,5,6,Typ,1,,,11.0,,2,481,,,Y,0,30,0,0,1,0,,,,0,4,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.30406509320417,9.860523844609627,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,5,4,Hip,CompShg,VinylSd,VinylSd,,216.0,4,3,PConc,,,,,1170,,0,292,1462,GasA,5,Y,,7.2875606403097235,762,0,7.707062655370473,1,0,2,1,4,1,5,10,Typ,1,,,5.0,,3,738,,,Y,184,0,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,3.9889840465642745,9.696403220852758,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,88,59,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,,,,,0,,0,731,731,GasA,5,Y,,6.709304340258298,523,0,7.202661196523238,0,0,1,1,3,1,3,7,Typ,1,,,88.0,,1,186,,,Y,192,0,1,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.189654742026425,10.578789341493572,Pave,,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,9,8,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,281,,0,747,1028,GasA,5,Y,,7.098375638590786,1242,0,7.804659297056102,0,0,2,1,4,1,4,9,Typ,1,,,9.0,,2,683,,,Y,208,50,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.605170185988092,9.945978968055442,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,43,29,Gable,CompShg,VinylSd,VinylSd,,272.0,3,3,CBlock,,,,,442,,0,374,816,GasA,3,Y,,7.027314514039777,850,0,7.589335823170617,0,1,1,1,4,1,3,9,Typ,1,,,43.0,,2,540,,,Y,0,52,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,RL,3.784189633918261,9.26429452341676,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,19,19,Gable,CompShg,HdBoard,HdBoard,,0.0,4,4,PConc,,,,,495,,1,354,1064,GasA,4,Y,,6.96979066990159,703,0,7.4770384723196965,1,0,2,0,2,1,4,5,Typ,1,,,19.0,,2,504,,,Y,441,35,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,3.871201010907891,9.453346746460348,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,3,3,Hip,CompShg,MetalSd,MetalSd,,176.0,4,3,PConc,,,,,863,,0,461,1324,GasA,5,Y,,7.188412736496954,0,0,7.188412736496954,1,0,2,0,2,1,4,6,Typ,1,,,3.0,,2,550,,,Y,192,38,0,0,0,0,,,,0,12,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.356708826689592,10.668831640481834,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,62,60,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,,,,,0,,0,912,912,GasA,3,Y,,6.815639990074331,546,0,7.284820912568604,0,1,1,0,3,1,3,6,Typ,1,,,62.0,,1,330,,,Y,192,0,0,0,0,0,,,,0,1,WD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.356708826689592,9.923099242503055,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1,1,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,24,,0,1290,1314,GasA,4,Y,,7.1808311990445555,0,0,7.1808311990445555,0,0,2,0,3,1,4,6,Typ,1,,,1.0,,2,440,,,Y,0,22,0,0,0,0,,,,0,3,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,3.912023005428146,9.74586987537184,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,15,15,Gable,CompShg,Plywood,ImStucc,,0.0,4,3,PConc,,,,,430,,0,1145,1575,GasA,4,Y,,7.362010551259734,0,0,7.362010551259734,1,0,2,0,2,1,4,5,Typ,0,,,15.0,,2,529,,,Y,0,0,1,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.48863636973214,10.30670484320729,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2,1,Hip,CompShg,VinylSd,VinylSd,,70.0,4,3,PConc,,,,,1022,,0,598,1620,GasA,5,Y,,7.3901814282264295,0,0,7.3901814282264295,1,0,2,0,2,1,5,6,Typ,1,,,1.0,,3,912,,,Y,228,0,0,0,0,0,,,,0,9,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,,10.145193173784754,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,52,20,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,CBlock,,,,,0,,0,1104,1104,GasA,5,Y,,7.00669522683704,684,0,7.488852955733459,1,0,1,0,5,1,3,8,Min2,2,,,52.0,,1,304,,,Y,120,0,0,0,0,0,,,,0,11,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
6,RL,4.248495242049359,9.801361141894677,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,41,41,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,,,,,187,,1,0,814,GasA,4,Y,,6.816735880594968,0,0,6.816735880594968,1,0,1,0,3,1,3,6,Typ,0,,,17.0,,1,240,,,Y,0,0,1,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.442651256490317,10.331845057501438,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,32,22,Gable,CompShg,Plywood,Plywood,,119.0,3,3,CBlock,,,,,790,,1,589,1542,GasA,3,Y,,7.636752112435779,0,0,7.636752112435779,1,0,2,0,3,1,3,7,Min1,2,,,32.0,,2,500,,,Y,349,0,0,0,0,0,,,,0,2,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,FV,3.1780538303479458,8.458820615594938,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,8,7,Gable,CompShg,MetalSd,MetalSd,,456.0,4,3,PConc,,,,,0,,0,776,776,GasA,5,Y,,6.638567789166521,677,0,7.273092595999522,0,0,2,1,2,1,4,5,Typ,0,,,8.0,,2,492,,,Y,206,0,0,0,0,0,,,,0,11,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
10,RM,4.174387269895637,9.862649998034442,Pave,,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,90,56,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,BrkTil,,,,,0,,0,815,815,GasA,5,Y,,6.703188113240863,875,0,7.432483807917119,0,0,1,0,3,1,3,7,Typ,1,,,90.0,,1,225,,,Y,0,0,1,0,0,0,,,,0,7,ConLw,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,10.41847453758917,Pave,,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,50,19,Gable,CompShg,CemntBd,Wd Sdng,,0.0,3,3,CBlock,,,,,988,,0,200,1188,GasA,4,Y,,7.270312886079025,0,0,7.270312886079025,1,0,1,1,3,1,3,6,Min2,1,,,7.0,,2,576,,,Y,304,0,0,0,0,0,,,,0,11,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,10.873318250628445,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,7,38,3,Hip,CompShg,BrkFace,HdBoard,,0.0,3,3,CBlock,,,,,297,,1,1203,1568,GasA,3,Y,,7.6760099320288875,0,0,7.6760099320288875,0,0,2,0,3,1,3,9,Typ,1,,,38.0,,2,508,,,Y,0,80,0,1,0,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,RL,4.204692619390966,9.327944372672544,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,83,58,Gable,CompShg,Stucco,Stucco,,0.0,3,3,CBlock,,,,,468,,0,396,864,GasA,3,N,,6.761572768804055,0,0,6.761572768804055,1,0,1,0,2,1,3,5,Typ,0,,,,,0,0,,,Y,0,0,1,0,0,0,,,,0,4,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,RM,3.58351893845611,8.435552334155165,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,34,34,Gable,CompShg,CemntBd,CmentBd,,0.0,3,3,CBlock,,,,,129,,1,175,536,GasA,3,Y,,6.284134161070802,576,0,7.013915474810528,0,0,1,1,3,1,3,4,Typ,0,,,34.0,,1,336,,,Y,182,0,0,0,0,0,,,,0,4,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.7535901911063645,10.358405880204137,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,17,16,Gable,CompShg,HdBoard,Plywood,,246.0,4,3,CBlock,,,,,700,,0,0,700,GasA,4,Y,,7.022868086082641,1121,0,7.715569534520208,1,0,2,1,4,1,4,8,Typ,1,,,17.0,,3,746,,,Y,127,44,1,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7,RM,4.04305126783455,9.995231381490694,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,81,56,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,0,,0,686,686,GasA,2,N,,6.697034247666484,518,0,7.191429330036379,0,0,1,0,3,1,3,8,Typ,0,,,66.0,,1,210,,,Y,0,172,1,0,0,0,,,,0,9,WD,Family,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,RL,4.0943445622221,10.09703958498912,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,80,0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,,,,,0,,0,656,656,GasA,3,Y,,6.875232087276577,0,0,6.875232087276577,0,0,2,0,4,1,3,5,Typ,0,,,79.0,,1,216,,,Y,0,0,0,0,0,0,,,,0,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7,RL,4.0943445622221,9.846610965056376,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,92,4,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,3,BrkTil,,,,,0,,0,698,698,GasA,5,Y,,6.548219102762372,698,0,7.241366283322318,0,0,1,0,3,1,3,7,Typ,0,,,4.0,,1,384,,,Y,0,0,0,0,1,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.477336814478207,10.160203394630262,Pave,,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,0,0,Hip,CompShg,VinylSd,VinylSd,,350.0,4,3,PConc,,,,,1445,,0,411,1856,GasA,5,Y,,7.526178913346146,0,0,7.526178913346146,1,0,1,1,1,1,5,8,Typ,1,,,0.0,,3,834,,,Y,113,0,0,0,0,0,,,,0,6,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.454347296253507,10.07076880913607,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,0,0,Gable,CompShg,VinylSd,VinylSd,,300.0,4,3,PConc,,,,,1288,,0,294,1582,GasA,5,Y,,7.383989457978509,551,0,7.6783263565068856,1,0,1,1,3,1,5,8,Typ,1,,,0.0,,3,789,,,Y,178,120,0,0,0,0,,,,0,11,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,10.608363996083318,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,32,9,Gable,CompShg,CemntBd,CmentBd,,126.0,4,3,CBlock,,,,,1246,,0,356,1602,GasA,4,Y,,7.379008127628304,0,0,7.379008127628304,0,1,2,0,3,1,4,8,Typ,1,,,32.0,,2,529,,,Y,240,0,0,0,0,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,RM,3.044522437723423,7.939120540700647,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,38,38,Gable,CompShg,HdBoard,HdBoard,,142.0,3,3,CBlock,,,,,0,,0,630,630,GasA,3,Y,,6.4457198193855785,672,0,7.171656822768514,0,0,2,1,3,1,3,6,Typ,0,,,18.0,,1,280,,,Y,0,0,0,0,0,0,,,,0,5,COD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,,9.72355743518317,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,4,3,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,457,,0,326,783,GasA,5,Y,,6.693323668269949,702,0,7.319202458767849,1,0,2,1,3,1,4,7,Typ,1,,,4.0,,2,393,,,Y,100,75,0,0,0,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,10.313107679197982,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,46,46,Hip,CompShg,HdBoard,Plywood,,0.0,3,3,CBlock,,,,,737,,0,175,912,GasA,3,Y,,6.815639990074331,0,0,6.815639990074331,1,0,1,0,2,1,3,4,Typ,0,,,46.0,,1,352,,,Y,140,0,0,0,1,0,,,,0,9,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RM,3.912023005428146,9.195173128198821,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,59,56,Gable,CompShg,CemntBd,CmentBd,,0.0,3,4,CBlock,,,,,399,,0,605,1004,GasA,5,Y,,6.911747300251674,660,0,7.416979621381154,0,0,2,0,3,1,3,7,Typ,2,,,56.0,,2,420,,,Y,0,24,1,0,0,0,,,,0,10,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.0943445622221,9.801361141894677,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,83,58,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,PConc,,,,,423,,0,758,1181,GasA,2,Y,,7.237059026124737,304,0,7.434847875211999,0,0,2,0,4,1,3,7,Typ,1,,,83.0,,2,576,,,Y,342,0,1,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,RM,3.8501476017100584,9.100288053130127,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,65,60,Gable,CompShg,MetalSd,MetalSd,,0.0,3,4,CBlock,,,,,0,,0,747,747,GasA,3,Y,,6.616065185132817,0,0,6.616065185132817,0,0,1,0,2,1,3,4,Typ,0,,,65.0,,1,220,,,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.0943445622221,9.620654483038743,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,56,56,Gable,CompShg,BrkFace,Wd Sdng,,0.0,3,3,Slab,,,,,0,,0,0,0,GasA,3,Y,,6.946975992135418,0,0,6.946975992135418,0,0,1,0,2,1,3,4,Typ,0,,,56.0,,2,420,,,Y,0,29,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.219507705176107,9.87388226644907,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,7,7,Gable,CompShg,VinylSd,VinylSd,,95.0,4,3,PConc,,,,,0,,0,831,831,GasA,5,Y,,6.7226297948554485,829,0,7.414572881350589,0,0,2,1,3,1,4,7,Typ,0,,,7.0,,2,493,,,Y,144,68,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,3.912023005428146,9.195173128198821,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,86,60,Gable,CompShg,BrkFace,Wd Sdng,,0.0,3,3,BrkTil,,,,,218,,0,808,1026,GasA,3,Y,,6.933423025730715,665,0,7.43307534889858,0,0,2,0,3,1,4,6,Typ,1,,,86.0,,1,308,,,Y,0,0,1,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.0943445622221,9.620654483038743,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,57,5,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,,,,,398,,1,317,864,GasA,4,Y,,6.761572768804055,0,0,6.761572768804055,1,0,1,0,3,1,4,5,Typ,0,,,27.0,,2,720,,,Y,194,0,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,3.912023005428146,9.616582753055537,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,26,26,Gable,CompShg,Plywood,Plywood,,0.0,3,3,CBlock,,,,,623,,1,0,744,GasA,3,Y,,6.62273632394984,0,0,6.62273632394984,1,0,1,0,2,1,3,4,Typ,0,,,26.0,,1,264,,,Y,353,0,0,0,1,0,,,,0,2,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.382026634673881,10.263475088578268,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,7,7,Gable,CompShg,VinylSd,VinylSd,,172.0,4,3,PConc,,,,,361,,0,602,963,GasA,5,Y,,6.870053411798126,829,0,7.491087593534876,0,0,2,1,3,1,4,7,Typ,1,,,7.0,,2,564,,,Y,0,96,0,1,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,RL,3.58351893845611,8.451407459576952,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,7,7,Gable,CompShg,VinylSd,Wd Shng,,106.0,4,3,PConc,,,,,0,,0,764,764,GasA,5,Y,,6.638567789166521,862,0,7.3938782901077555,0,0,2,1,2,1,4,6,Typ,0,,,7.0,,2,474,,,Y,0,27,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.1588830833596715,9.887223274721594,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,1,1,Hip,CompShg,VinylSd,VinylSd,,32.0,4,3,PConc,,,,,428,,0,1048,1476,GasA,5,Y,,7.302496423727326,0,0,7.302496423727326,0,0,2,0,2,1,5,6,Typ,1,,,1.0,,2,472,,,Y,120,33,0,0,0,0,,,,0,12,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
10,RM,4.465908118654584,10.727394445763924,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,128,6,Gable,CompShg,CemntBd,CmentBd,,0.0,3,3,BrkTil,,,,,0,,0,1470,1470,GasA,5,Y,,7.423568444259167,1818,0,8.158516244806831,0,0,3,0,3,1,4,10,Typ,1,,,5.0,,3,870,,,Y,302,0,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.68213122712422,10.331665407222987,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,3,2,Hip,CompShg,VinylSd,VinylSd,,300.0,4,3,PConc,,,,,1572,,0,80,1652,GasA,5,Y,,7.409741954080923,0,0,7.409741954080923,1,0,2,0,2,1,5,6,Typ,2,,,3.0,,2,840,,,Y,404,102,0,0,0,0,,,,0,11,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.219507705176107,9.954739442159594,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,51,51,Gable,CompShg,BrkComm,Brk Cmn,,0.0,3,2,CBlock,,,,,0,,0,1276,1276,GasA,3,Y,,7.151485463904735,0,0,7.151485463904735,0,0,1,0,3,1,3,5,Mod,0,,,51.0,,1,350,,,Y,0,0,0,0,0,0,,,,0,6,COD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.382026634673881,9.95829931831355,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,59,4,Gable,CompShg,VinylSd,VinylSd,,0.0,3,4,CBlock,,,,,120,,0,736,856,GasA,5,Y,,7.013915474810528,556,0,7.419380582918692,0,0,1,1,3,1,3,6,Min2,0,,,59.0,,1,271,,,Y,0,0,0,0,0,0,,,,0,9,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.0943445622221,10.09703958498912,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,57,56,Gable,CompShg,AsbShng,AsbShng,,0.0,3,3,CBlock,,,,,0,,0,720,720,GasA,3,N,,6.579251212010101,472,0,7.083387847625295,0,0,1,1,4,1,3,6,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,12,WD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,RL,,9.905679941171831,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,24,24,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,,,,,747,,1,0,840,GasA,4,Y,,6.784457062637643,0,0,6.784457062637643,1,0,1,0,2,1,4,5,Typ,0,,,24.0,,2,504,,,Y,240,0,0,0,0,0,,,,0,12,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
